Transaction_ID,User_ID,Transaction_Date,Amount_USD,Transaction_Type,Product,Round_Up
140,1207,2025-07-13,76.76,One-Time Deposit,Banking,0.0
141,1291,2026-04-10,2.27,Round-Up,Banking,0.73
142,1182,2026-04-20,0.16,Round-Up,Invest,0.84
143,1359,2026-01-08,137.72,One-Time Deposit,Banking,0.0
144,1373,2025-09-01,90.53,One-Time Deposit,Banking,0.0
145,1292,2026-05-02,64.36,Recurring Deposit,Invest,0.0
146,1474,2026-05-01,2.32,Round-Up,Banking,0.68
147,1133,2026-03-17,97.4,One-Time Deposit,Invest,0.0
148,1191,2025-11-15,0.68,Round-Up,Invest,0.32
149,1158,2026-04-25,195.87,Recurring Deposit,Banking,0.0
150,1129,2025-08-29,1.76,Round-Up,Invest,0.24
151,1003,2026-03-21,96.95,Recurring Deposit,Banking,0.0
152,1477,2025-08-15,0.06,Round-Up,Banking,0.94
153,1467,2025-11-16,0.73,Round-Up,Invest,0.27
154,1204,2026-04-14,218.35,Recurring Deposit,Invest,0.0
155,1273,2026-02-19,1.0,Round-Up,Invest,0.0
156,1429,2026-03-06,89.22,Recurring Deposit,Banking,0.0
157,1168,2025-07-04,27.48,One-Time Deposit,Invest,0.0
158,1084,2025-09-25,46.06,One-Time Deposit,Banking,0.0
159,1165,2025-10-15,1.02,Round-Up,Banking,0.98
160,1343,2026-02-27,143.24,One-Time Deposit,Invest,0.0
161,1186,2026-03-16,165.91,One-Time Deposit,Invest,0.0
162,1313,2026-05-04,86.19,One-Time Deposit,Banking,0.0
163,1048,2026-03-01,168.54,Recurring Deposit,Banking,0.0
164,1225,2025-07-13,2.25,Round-Up,Invest,0.75
165,1141,2026-02-07,1.72,Round-Up,Banking,0.28
166,1169,2026-03-10,0.94,Round-Up,Invest,0.06
167,1058,2025-09-05,2.24,Round-Up,Banking,0.76
168,1109,2026-01-19,0.63,Round-Up,Invest,0.37
169,1100,2025-11-11,218.32,Recurring Deposit,Invest,0.0
170,1475,2026-02-14,90.82,Recurring Deposit,Banking,0.0
171,1377,2026-01-10,2.47,Round-Up,Banking,0.53
172,1275,2026-04-16,-151.67,Withdrawal,Invest,0.0
173,1110,2026-04-21,133.48,One-Time Deposit,Invest,0.0
174,1093,2025-12-20,-181.16,Withdrawal,Banking,0.0
175,1157,2026-04-11,14.9,Recurring Deposit,Invest,0.0
176,1359,2026-05-02,143.06,Recurring Deposit,Invest,0.0
177,1032,2025-11-06,1.96,Round-Up,Invest,0.04
178,1281,2025-09-30,0.44,Round-Up,Banking,0.56
179,1207,2025-10-01,2.81,Round-Up,Banking,0.19
180,1455,2026-05-02,43.57,Recurring Deposit,Banking,0.0
181,1405,2026-02-22,1.31,Round-Up,Banking,0.69
182,1210,2025-10-06,177.24,Recurring Deposit,Banking,0.0
183,1419,2026-03-25,2.33,Round-Up,Banking,0.67
184,1443,2026-02-17,27.3,Recurring Deposit,Banking,0.0
185,1185,2026-05-04,2.9,Round-Up,Banking,0.1
186,1147,2026-02-25,0.35,Round-Up,Banking,0.65
187,1353,2026-02-01,1.75,Round-Up,Banking,0.25
188,1124,2026-02-21,2.08,Round-Up,Invest,0.92
189,1427,2026-03-31,2.67,Round-Up,Banking,0.33
190,1449,2025-08-21,248.44,Recurring Deposit,Banking,0.0
191,1408,2025-11-12,2.93,Round-Up,Invest,0.07
192,1249,2025-11-19,1.54,Round-Up,Banking,0.46
193,1114,2026-04-02,208.31,Recurring Deposit,Banking,0.0
194,1133,2026-02-03,1.29,Round-Up,Invest,0.71
195,1059,2026-02-14,-110.02,Withdrawal,Banking,0.0
196,1194,2026-03-13,-219.15,Withdrawal,Invest,0.0
197,1405,2025-09-07,2.46,Round-Up,Banking,0.54
198,1281,2025-12-05,2.96,Round-Up,Banking,0.04
199,1397,2026-03-14,0.78,Round-Up,Banking,0.22
200,1393,2025-11-02,19.7,Recurring Deposit,Invest,0.0
201,1285,2026-04-02,157.08,One-Time Deposit,Invest,0.0
202,1057,2026-01-08,147.44,One-Time Deposit,Invest,0.0
203,1375,2026-04-12,55.01,Recurring Deposit,Invest,0.0
204,1078,2025-08-01,0.76,Round-Up,Banking,0.24
205,1157,2026-03-28,14.13,Recurring Deposit,Invest,0.0
206,1335,2025-11-29,202.53,Recurring Deposit,Banking,0.0
207,1268,2026-02-05,11.53,One-Time Deposit,Invest,0.0
208,1358,2026-05-01,165.92,Recurring Deposit,Banking,0.0
209,1238,2026-01-12,24.3,Recurring Deposit,Banking,0.0
210,1141,2026-04-04,0.68,Round-Up,Banking,0.32
211,1107,2026-02-12,0.33,Round-Up,Invest,0.67
212,1070,2026-04-06,73.7,One-Time Deposit,Invest,0.0
213,1293,2026-01-12,0.84,Round-Up,Banking,0.16
214,1157,2026-04-11,-229.24,Withdrawal,Invest,0.0
215,1258,2025-09-09,2.7,Round-Up,Banking,0.3
216,1164,2026-04-16,203.71,Recurring Deposit,Banking,0.0
217,1124,2026-04-18,20.99,One-Time Deposit,Invest,0.0
218,1372,2025-08-08,2.12,Round-Up,Invest,0.88
219,1049,2025-10-15,-34.23,Withdrawal,Banking,0.0
220,1061,2026-02-07,248.56,Recurring Deposit,Invest,0.0
221,1122,2026-05-03,49.15,One-Time Deposit,Banking,0.0
222,1118,2025-06-25,2.67,Round-Up,Banking,0.33
223,1468,2026-01-31,1.61,Round-Up,Invest,0.39
224,1074,2026-02-19,0.84,Round-Up,Invest,0.16
225,1364,2026-01-24,2.64,Round-Up,Banking,0.36
226,1458,2026-05-02,195.88,One-Time Deposit,Banking,0.0
227,1490,2026-03-08,-101.2,Withdrawal,Banking,0.0
228,1213,2026-05-03,44.64,One-Time Deposit,Banking,0.0
229,1131,2025-11-07,111.27,Recurring Deposit,Invest,0.0
230,1319,2025-06-16,194.11,Recurring Deposit,Banking,0.0
231,1116,2026-02-17,196.29,One-Time Deposit,Invest,0.0
232,1203,2026-05-01,61.48,Recurring Deposit,Invest,0.0
233,1417,2026-03-05,47.87,One-Time Deposit,Banking,0.0
234,1248,2026-03-13,230.54,Recurring Deposit,Invest,0.0
235,1047,2026-04-14,1.7,Round-Up,Invest,0.3
236,1045,2026-03-03,1.94,Round-Up,Banking,0.06
237,1419,2026-04-05,16.37,Recurring Deposit,Banking,0.0
238,1097,2026-05-02,210.29,One-Time Deposit,Banking,0.0
239,1488,2025-11-09,226.83,Recurring Deposit,Banking,0.0
240,1226,2025-08-09,-77.87,Withdrawal,Banking,0.0
241,1312,2026-04-09,2.06,Round-Up,Invest,0.94
242,1101,2025-06-24,122.77,One-Time Deposit,Invest,0.0
243,1037,2026-04-21,0.18,Round-Up,Banking,0.82
244,1343,2026-02-16,107.2,One-Time Deposit,Invest,0.0
245,1084,2025-09-12,167.92,Recurring Deposit,Banking,0.0
246,1255,2026-04-15,1.16,Round-Up,Invest,0.84
247,1395,2026-04-17,92.45,One-Time Deposit,Invest,0.0
248,1159,2026-04-29,196.73,Recurring Deposit,Banking,0.0
249,1218,2026-04-27,2.93,Round-Up,Banking,0.07
250,1272,2026-04-30,84.94,Recurring Deposit,Banking,0.0
251,1152,2026-02-25,167.75,One-Time Deposit,Invest,0.0
252,1007,2025-10-27,-192.5,Withdrawal,Banking,0.0
253,1425,2025-07-29,1.74,Round-Up,Invest,0.26
254,1234,2026-04-29,0.19,Round-Up,Invest,0.81
255,1309,2025-11-17,5.06,One-Time Deposit,Banking,0.0
256,1402,2026-03-26,2.24,Round-Up,Invest,0.76
257,1071,2026-01-09,-206.55,Withdrawal,Invest,0.0
258,1440,2026-02-21,0.71,Round-Up,Banking,0.29
259,1341,2026-04-19,23.76,Recurring Deposit,Banking,0.0
260,1237,2025-12-31,148.38,One-Time Deposit,Invest,0.0
261,1154,2025-11-16,1.32,Round-Up,Invest,0.68
262,1159,2026-04-27,0.08,Round-Up,Banking,0.92
263,1428,2026-03-14,53.51,One-Time Deposit,Banking,0.0
264,1258,2026-01-31,148.97,One-Time Deposit,Banking,0.0
265,1249,2025-07-28,0.28,Round-Up,Banking,0.72
266,1233,2025-12-02,-16.97,Withdrawal,Invest,0.0
267,1385,2026-04-02,2.73,Round-Up,Banking,0.27
268,1434,2026-02-20,0.32,Round-Up,Banking,0.68
269,1294,2026-04-21,152.58,One-Time Deposit,Invest,0.0
270,1433,2026-04-30,0.9,Round-Up,Invest,0.1
271,1252,2026-01-15,-159.69,Withdrawal,Banking,0.0
272,1092,2026-04-24,0.03,Round-Up,Banking,0.97
273,1104,2025-09-27,1.23,Round-Up,Invest,0.77
274,1117,2026-04-06,1.89,Round-Up,Banking,0.11
275,1404,2026-03-05,9.33,One-Time Deposit,Banking,0.0
276,1445,2025-09-08,160.51,One-Time Deposit,Invest,0.0
277,1458,2026-04-24,168.02,Recurring Deposit,Banking,0.0
278,1108,2026-04-22,1.06,Round-Up,Banking,0.94
279,1107,2026-01-29,2.21,Round-Up,Banking,0.79
280,1068,2026-01-30,135.85,Recurring Deposit,Banking,0.0
281,1421,2026-03-13,0.29,Round-Up,Banking,0.71
282,1381,2025-08-04,118.43,Recurring Deposit,Invest,0.0
283,1388,2025-10-08,1.4,Round-Up,Banking,0.6
284,1418,2025-11-09,109.52,Recurring Deposit,Banking,0.0
285,1307,2025-11-19,1.63,Round-Up,Banking,0.37
286,1020,2026-04-24,13.66,One-Time Deposit,Banking,0.0
287,1081,2026-03-01,2.01,Round-Up,Banking,0.99
288,1317,2026-01-08,1.94,Round-Up,Banking,0.06
289,1358,2026-04-25,1.74,Round-Up,Banking,0.26
290,1139,2026-05-03,0.35,Round-Up,Invest,0.65
291,1188,2025-11-24,1.44,Round-Up,Banking,0.56
292,1124,2026-03-24,188.09,One-Time Deposit,Invest,0.0
293,1290,2025-11-06,46.64,One-Time Deposit,Invest,0.0
294,1139,2026-04-24,65.39,Recurring Deposit,Invest,0.0
295,1243,2026-02-09,110.58,Recurring Deposit,Banking,0.0
296,1388,2026-02-11,86.2,One-Time Deposit,Banking,0.0
297,1050,2026-04-24,1.32,Round-Up,Banking,0.68
298,1230,2026-02-24,87.77,One-Time Deposit,Invest,0.0
299,1284,2026-04-14,2.34,Round-Up,Banking,0.66
300,1429,2026-04-29,216.41,Recurring Deposit,Banking,0.0
301,1421,2026-03-16,0.76,Round-Up,Banking,0.24
302,1203,2026-04-20,1.4,Round-Up,Invest,0.6
303,1468,2026-03-23,216.88,Recurring Deposit,Invest,0.0
304,1287,2026-04-27,3.0,Round-Up,Invest,0.0
305,1482,2026-01-28,163.33,Recurring Deposit,Invest,0.0
306,1061,2026-02-09,141.51,Recurring Deposit,Invest,0.0
307,1147,2026-04-24,1.48,Round-Up,Banking,0.52
308,1292,2026-05-04,1.07,Round-Up,Invest,0.93
309,1280,2026-02-14,32.21,One-Time Deposit,Invest,0.0
310,1142,2025-07-04,203.35,One-Time Deposit,Banking,0.0
311,1429,2026-05-03,2.98,Round-Up,Banking,0.02
312,1102,2026-04-07,205.97,Recurring Deposit,Banking,0.0
313,1281,2025-06-24,51.66,One-Time Deposit,Banking,0.0
314,1331,2026-04-10,2.05,Round-Up,Invest,0.95
315,1143,2026-03-29,0.15,Round-Up,Banking,0.85
316,1087,2025-11-30,129.48,Recurring Deposit,Banking,0.0
317,1106,2026-03-30,1.07,Round-Up,Invest,0.93
318,1356,2025-10-19,99.42,Recurring Deposit,Invest,0.0
319,1374,2026-03-06,1.49,Round-Up,Invest,0.51
320,1238,2026-01-17,69.87,One-Time Deposit,Banking,0.0
321,1076,2026-04-09,178.06,Recurring Deposit,Invest,0.0
322,1421,2025-11-16,214.43,Recurring Deposit,Banking,0.0
323,1458,2026-04-25,2.77,Round-Up,Banking,0.23
324,1071,2025-11-02,1.5,Round-Up,Invest,0.5
325,1354,2026-04-20,13.83,Recurring Deposit,Banking,0.0
326,1414,2026-04-06,0.66,Round-Up,Invest,0.34
327,1304,2025-09-19,2.29,Round-Up,Banking,0.71
328,1048,2026-01-17,-185.22,Withdrawal,Banking,0.0
329,1223,2026-02-07,2.71,Round-Up,Banking,0.29
330,1044,2026-03-16,0.11,Round-Up,Invest,0.89
331,1197,2026-02-07,1.35,Round-Up,Invest,0.65
332,1299,2026-03-02,45.88,One-Time Deposit,Invest,0.0
333,1080,2025-07-25,66.18,Recurring Deposit,Invest,0.0
334,1178,2026-04-16,1.24,Round-Up,Invest,0.76
335,1124,2026-03-15,2.83,Round-Up,Invest,0.17
336,1051,2025-11-11,1.31,Round-Up,Banking,0.69
337,1272,2026-05-04,43.1,Recurring Deposit,Banking,0.0
338,1002,2025-10-18,0.18,Round-Up,Banking,0.82
339,1442,2026-01-04,-23.89,Withdrawal,Banking,0.0
340,1276,2025-12-24,1.75,Round-Up,Banking,0.25
341,1475,2026-01-15,-31.15,Withdrawal,Banking,0.0
342,1282,2026-04-14,2.91,Round-Up,Invest,0.09
343,1261,2026-03-15,175.76,Recurring Deposit,Invest,0.0
344,1359,2026-04-29,2.69,Round-Up,Invest,0.31
345,1411,2025-10-30,2.08,Round-Up,Invest,0.92
346,1032,2026-01-05,62.09,Recurring Deposit,Invest,0.0
347,1147,2025-12-14,203.69,Recurring Deposit,Banking,0.0
348,1256,2026-05-04,1.29,Round-Up,Invest,0.71
349,1042,2025-12-18,176.14,Recurring Deposit,Banking,0.0
350,1488,2025-12-24,115.93,One-Time Deposit,Banking,0.0
351,1256,2025-11-09,63.24,Recurring Deposit,Banking,0.0
352,1108,2026-04-23,1.91,Round-Up,Banking,0.09
353,1432,2025-12-28,143.58,One-Time Deposit,Banking,0.0
354,1147,2026-04-19,37.09,One-Time Deposit,Banking,0.0
355,1301,2025-10-21,0.58,Round-Up,Invest,0.42
356,1011,2025-07-17,85.69,Recurring Deposit,Banking,0.0
357,1236,2026-01-08,0.52,Round-Up,Invest,0.48
358,1067,2026-02-27,0.08,Round-Up,Banking,0.92
359,1290,2025-11-27,220.83,One-Time Deposit,Invest,0.0
360,1064,2025-08-31,53.79,Recurring Deposit,Banking,0.0
361,1161,2026-03-28,1.45,Round-Up,Invest,0.55
362,1415,2025-11-26,1.51,Round-Up,Banking,0.49
363,1341,2026-02-25,-56.08,Withdrawal,Banking,0.0
364,1247,2025-10-20,2.06,Round-Up,Banking,0.94
365,1466,2025-12-09,176.45,Recurring Deposit,Invest,0.0
366,1383,2026-01-12,165.22,Recurring Deposit,Invest,0.0
367,1416,2025-09-23,2.64,Round-Up,Banking,0.36
368,1412,2025-11-11,-178.14,Withdrawal,Invest,0.0
369,1146,2026-05-04,241.38,Recurring Deposit,Banking,0.0
370,1022,2026-04-30,89.89,One-Time Deposit,Banking,0.0
371,1077,2025-10-10,220.25,One-Time Deposit,Invest,0.0
372,1197,2026-02-13,10.34,Recurring Deposit,Invest,0.0
373,1101,2025-07-14,75.61,One-Time Deposit,Banking,0.0
374,1274,2026-03-07,16.92,Recurring Deposit,Banking,0.0
375,1335,2025-09-14,1.13,Round-Up,Banking,0.87
376,1339,2025-08-26,1.99,Round-Up,Invest,0.01
377,1196,2026-03-29,1.96,Round-Up,Invest,0.04
378,1034,2026-04-23,2.58,Round-Up,Banking,0.42
379,1469,2026-03-05,0.43,Round-Up,Invest,0.57
380,1373,2025-08-18,180.12,Recurring Deposit,Invest,0.0
381,1387,2025-12-06,216.2,Recurring Deposit,Invest,0.0
382,1376,2026-02-08,166.97,Recurring Deposit,Invest,0.0
383,1266,2025-12-07,12.48,One-Time Deposit,Banking,0.0
384,1031,2026-04-08,215.19,Recurring Deposit,Invest,0.0
385,1292,2026-05-04,184.45,One-Time Deposit,Banking,0.0
386,1151,2026-02-03,97.72,Recurring Deposit,Invest,0.0
387,1213,2026-05-03,0.19,Round-Up,Banking,0.81
388,1213,2026-05-01,-122.56,Withdrawal,Banking,0.0
389,1156,2025-10-24,217.44,Recurring Deposit,Invest,0.0
390,1458,2026-04-24,1.17,Round-Up,Banking,0.83
391,1462,2026-01-25,29.74,One-Time Deposit,Banking,0.0
392,1211,2026-04-30,216.84,One-Time Deposit,Invest,0.0
393,1251,2026-04-29,0.62,Round-Up,Banking,0.38
394,1500,2026-01-29,228.19,One-Time Deposit,Invest,0.0
395,1054,2026-04-08,0.25,Round-Up,Invest,0.75
396,1432,2025-12-27,2.28,Round-Up,Banking,0.72
397,1413,2025-10-26,-37.41,Withdrawal,Banking,0.0
398,1143,2026-04-05,226.05,One-Time Deposit,Banking,0.0
399,1277,2026-02-05,188.71,Recurring Deposit,Invest,0.0
400,1460,2026-03-09,231.42,Recurring Deposit,Invest,0.0
401,1240,2025-11-15,0.44,Round-Up,Banking,0.56
402,1302,2026-02-20,50.25,One-Time Deposit,Banking,0.0
403,1466,2025-10-16,80.53,Recurring Deposit,Invest,0.0
404,1127,2025-12-25,-124.28,Withdrawal,Invest,0.0
405,1080,2025-09-05,0.24,Round-Up,Invest,0.76
406,1459,2026-04-29,231.98,Recurring Deposit,Banking,0.0
407,1186,2026-04-20,-99.07,Withdrawal,Invest,0.0
408,1455,2026-04-20,177.25,Recurring Deposit,Banking,0.0
409,1449,2025-09-12,-240.45,Withdrawal,Banking,0.0
410,1164,2025-11-24,1.26,Round-Up,Banking,0.74
411,1499,2025-12-31,-216.36,Withdrawal,Banking,0.0
412,1155,2026-02-25,108.07,Recurring Deposit,Invest,0.0
413,1329,2026-01-01,2.69,Round-Up,Invest,0.31
414,1295,2026-02-23,-76.92,Withdrawal,Invest,0.0
415,1371,2025-10-16,86.83,One-Time Deposit,Banking,0.0
416,1212,2026-03-10,11.65,One-Time Deposit,Invest,0.0
417,1262,2025-09-26,242.99,One-Time Deposit,Banking,0.0
418,1330,2026-04-08,0.62,Round-Up,Banking,0.38
419,1076,2026-04-04,28.01,One-Time Deposit,Invest,0.0
420,1402,2025-11-22,249.88,Recurring Deposit,Invest,0.0
421,1315,2026-03-22,0.02,Round-Up,Banking,0.98
422,1313,2026-04-29,2.8,Round-Up,Banking,0.2
423,1002,2026-04-02,1.67,Round-Up,Banking,0.33
424,1061,2026-03-01,2.78,Round-Up,Invest,0.22
425,1041,2025-12-13,169.06,Recurring Deposit,Invest,0.0
426,1268,2025-12-28,31.08,Recurring Deposit,Invest,0.0
427,1041,2025-11-19,-124.78,Withdrawal,Invest,0.0
428,1463,2025-12-30,113.46,One-Time Deposit,Banking,0.0
429,1088,2026-04-11,1.7,Round-Up,Banking,0.3
430,1068,2025-10-21,-78.57,Withdrawal,Banking,0.0
431,1429,2026-03-07,241.94,Recurring Deposit,Banking,0.0
432,1007,2025-10-17,75.72,One-Time Deposit,Banking,0.0
433,1323,2026-04-29,57.29,Recurring Deposit,Banking,0.0
434,1035,2026-01-25,-136.37,Withdrawal,Banking,0.0
435,1373,2025-08-12,169.38,Recurring Deposit,Invest,0.0
436,1256,2025-12-18,1.52,Round-Up,Banking,0.48
437,1247,2025-05-25,189.79,Recurring Deposit,Banking,0.0
438,1070,2026-04-28,0.61,Round-Up,Invest,0.39
439,1491,2026-04-02,1.23,Round-Up,Invest,0.77
440,1149,2026-04-04,1.23,Round-Up,Invest,0.77
