User_ID,Signup_Date,Acquisition_Channel,Account_Type,State,Age_Group
1163,2026-04-12,Organic,Both,NY,35-44
1164,2025-08-18,Organic,Banking,CA,25-34
1165,2025-07-27,Paid Social,Banking,FL,35-44
1166,2025-07-04,Paid Social,Both,CA,35-44
1167,2025-07-21,Email,Invest,FL,25-34
1168,2025-05-06,Email,Invest,CA,45-54
1169,2026-03-01,Referral,Invest,AZ,45-54
1170,2025-10-19,Referral,Banking,FL,35-44
1171,2025-11-19,Organic,Invest,CA,35-44
1172,2025-05-09,Email,Banking,OH,25-34
1173,2026-03-18,Referral,Banking,NY,25-34
1174,2025-12-28,Paid Social,Both,TX,45-54
1175,2026-03-06,App Store,Invest,WA,25-34
1176,2025-11-20,Email,Banking,IL,25-34
1177,2026-02-19,Referral,Both,CO,25-34
1178,2026-04-13,App Store,Invest,NY,25-34
1179,2025-08-25,Organic,Invest,OH,25-34
1180,2025-05-24,Organic,Banking,CA,35-44
1181,2025-12-16,App Store,Banking,AZ,25-34
1182,2026-04-14,Organic,Invest,FL,25-34
1183,2026-02-25,Paid Social,Banking,IL,25-34
1184,2026-01-16,Paid Social,Invest,TX,18-24
1185,2026-04-23,Organic,Both,IL,35-44
1186,2026-02-17,Paid Social,Invest,CO,45-54
1187,2025-05-21,Organic,Both,IL,25-34
1188,2025-10-26,Paid Social,Both,TX,25-34
1189,2025-11-07,Paid Social,Banking,TX,35-44
1190,2026-03-12,Organic,Both,GA,25-34
1191,2025-08-21,Paid Social,Invest,TX,45-54
1192,2025-08-29,Organic,Banking,NY,18-24
1193,2026-03-31,Organic,Invest,AZ,25-34
1194,2025-12-22,Referral,Both,TX,25-34
1195,2025-06-04,Organic,Invest,WA,35-44
1196,2025-12-26,Referral,Invest,NY,18-24
1197,2026-01-14,Paid Social,Invest,FL,45-54
1198,2025-08-21,Organic,Invest,OH,18-24
1199,2026-01-18,Organic,Both,WA,55+
1200,2025-09-24,Email,Both,TX,25-34
1201,2026-01-30,Referral,Both,CO,35-44
1202,2025-05-25,Email,Both,WA,18-24
1203,2026-04-18,Organic,Invest,CO,25-34
1204,2026-02-13,Email,Both,TX,25-34
1205,2025-10-17,App Store,Invest,CA,55+
1206,2025-09-15,Email,Both,TX,25-34
1207,2025-05-24,Organic,Banking,AZ,18-24
1208,2025-12-03,Email,Banking,CO,35-44
1209,2026-02-28,App Store,Invest,CA,35-44
1210,2025-08-19,Organic,Banking,CO,18-24
1211,2026-04-03,Paid Social,Invest,FL,45-54
1212,2026-01-26,Organic,Both,TX,35-44
1213,2026-04-30,Paid Social,Both,FL,25-34
1214,2025-09-28,Referral,Invest,OH,25-34
1215,2025-12-05,Organic,Invest,WA,18-24
1216,2025-07-06,Organic,Invest,TX,18-24
1217,2025-08-28,Paid Social,Banking,AZ,25-34
1218,2026-02-10,Organic,Banking,CA,18-24
1219,2025-10-16,Organic,Invest,AZ,18-24
1220,2026-03-11,App Store,Invest,GA,18-24
1221,2025-07-15,Organic,Invest,CO,25-34
1222,2026-01-26,App Store,Invest,FL,18-24
1223,2025-11-05,Paid Social,Both,GA,25-34
1224,2025-07-18,Email,Both,GA,25-34
1225,2025-05-09,Referral,Invest,AZ,55+
1226,2025-05-05,Organic,Banking,AZ,35-44
1227,2025-12-22,Referral,Banking,FL,25-34
1228,2025-09-01,Organic,Banking,CA,25-34
1229,2025-08-30,Organic,Invest,AZ,18-24
1230,2025-11-26,Organic,Invest,IL,18-24
1231,2025-06-13,App Store,Invest,WA,35-44
1232,2025-12-05,Email,Invest,GA,25-34
1233,2025-05-12,Referral,Invest,AZ,45-54
1234,2026-04-26,App Store,Both,OH,45-54
1235,2025-06-15,Organic,Invest,WA,25-34
1236,2026-01-04,Paid Social,Both,WA,18-24
1237,2025-05-20,Email,Both,TX,25-34
1238,2025-12-31,Organic,Banking,GA,25-34
1239,2025-11-26,Organic,Invest,IL,25-34
1240,2025-10-05,Paid Social,Banking,IL,25-34
1241,2025-07-12,Organic,Invest,IL,18-24
1242,2025-12-25,Email,Banking,IL,35-44
1243,2026-02-08,Referral,Banking,NY,25-34
1244,2025-10-01,Paid Social,Banking,GA,18-24
1245,2026-01-21,Organic,Invest,TX,25-34
1246,2026-04-07,Email,Banking,OH,35-44
1247,2025-05-19,Organic,Banking,CO,25-34
1248,2026-01-14,App Store,Invest,TX,25-34
1249,2025-07-19,Paid Social,Banking,NY,25-34
1250,2026-05-03,Paid Social,Banking,TX,35-44
1251,2026-04-04,Organic,Banking,GA,25-34
1252,2026-01-02,Email,Banking,CA,55+
1253,2026-03-10,Organic,Both,GA,35-44
1254,2025-06-19,Organic,Invest,AZ,18-24
1255,2025-10-26,Organic,Invest,OH,25-34
1256,2025-10-28,Organic,Both,GA,35-44
1257,2025-12-03,Organic,Both,IL,35-44
1258,2025-05-06,Organic,Banking,OH,18-24
1259,2025-07-27,Paid Social,Both,GA,25-34
1260,2025-11-17,Paid Social,Banking,GA,25-34
1261,2026-03-05,Email,Invest,FL,25-34
1262,2025-06-27,Paid Social,Banking,NY,18-24
1263,2025-09-08,Organic,Invest,FL,25-34
1264,2025-10-27,Organic,Invest,IL,35-44
1265,2025-12-08,App Store,Both,TX,35-44
1266,2025-12-05,Organic,Both,AZ,18-24
1267,2025-07-25,App Store,Invest,OH,18-24
1268,2025-12-26,Paid Social,Invest,TX,35-44
1269,2026-05-02,Organic,Banking,IL,25-34
1270,2025-05-26,Referral,Banking,FL,55+
1271,2026-03-10,Paid Social,Both,AZ,25-34
1272,2026-04-24,App Store,Both,NY,25-34
1273,2025-12-25,Email,Both,WA,45-54
1274,2026-01-26,Paid Social,Banking,FL,45-54
1275,2025-11-07,Organic,Invest,CO,18-24
1276,2025-05-13,Paid Social,Banking,GA,25-34
1277,2026-02-04,Referral,Invest,GA,55+
1278,2025-07-30,Referral,Both,NY,55+
1279,2026-01-06,Paid Social,Both,NY,45-54
1280,2025-12-11,App Store,Invest,OH,35-44
1281,2025-05-11,Paid Social,Banking,FL,25-34
1282,2026-03-05,Organic,Invest,FL,25-34
1283,2026-02-13,Organic,Banking,IL,35-44
1284,2026-02-25,Referral,Banking,WA,45-54
1285,2026-02-25,Organic,Invest,AZ,35-44
1286,2026-01-06,Organic,Banking,TX,18-24
1287,2026-04-16,Email,Invest,CO,45-54
1288,2025-07-01,Paid Social,Invest,GA,18-24
1289,2026-01-10,Organic,Invest,CO,25-34
1290,2025-05-06,Paid Social,Invest,CO,18-24
1291,2026-04-10,Paid Social,Banking,TX,25-34
1292,2026-05-02,Paid Social,Both,CO,18-24
1293,2025-10-05,Email,Banking,FL,35-44
1294,2026-04-14,Email,Invest,TX,35-44
1295,2026-01-06,App Store,Invest,TX,18-24
1296,2025-06-22,Organic,Both,GA,18-24
1297,2025-05-08,Organic,Both,GA,25-34
1298,2025-06-06,Paid Social,Both,AZ,35-44
1299,2026-01-09,Paid Social,Invest,CA,55+
1300,2026-04-18,Email,Invest,NY,18-24
1301,2025-10-04,Paid Social,Both,CO,18-24
1302,2026-02-18,Referral,Banking,CA,18-24
1303,2026-04-15,Paid Social,Banking,NY,25-34
1304,2025-05-22,Organic,Banking,WA,45-54
1305,2025-05-13,Referral,Both,WA,35-44
1306,2025-06-08,Referral,Invest,FL,25-34
1307,2025-10-13,App Store,Banking,OH,25-34
1308,2026-04-16,App Store,Invest,TX,18-24
1309,2025-10-21,Organic,Both,CO,35-44
1310,2025-06-06,App Store,Banking,WA,25-34
1311,2025-09-11,Referral,Banking,CO,25-34
1312,2026-03-18,Email,Invest,CO,45-54
1313,2026-04-24,Organic,Banking,GA,18-24
1314,2025-11-10,Email,Banking,CA,18-24
1315,2025-06-12,Email,Banking,NY,18-24
1316,2025-10-22,Referral,Both,IL,45-54
1317,2025-10-23,Paid Social,Banking,FL,25-34
1318,2025-06-29,App Store,Banking,AZ,25-34
1319,2025-05-17,Paid Social,Banking,AZ,25-34
1320,2026-03-14,Referral,Banking,NY,25-34
1321,2025-09-21,Paid Social,Banking,NY,35-44
1322,2025-07-18,Email,Banking,OH,55+
1323,2025-05-07,Paid Social,Banking,CO,45-54
1324,2025-07-26,Organic,Both,CO,35-44
1325,2025-06-14,Organic,Banking,OH,35-44
1326,2026-04-27,Organic,Both,CA,18-24
1327,2025-09-30,App Store,Banking,CA,35-44
1328,2026-03-16,Organic,Both,FL,18-24
1329,2025-06-11,Organic,Invest,CO,35-44
1330,2025-08-05,Email,Both,TX,45-54
1331,2025-07-03,Email,Invest,AZ,25-34
1332,2025-12-15,Referral,Banking,FL,25-34
1333,2025-07-01,Referral,Banking,FL,25-34
1334,2025-07-01,Paid Social,Both,OH,18-24
1335,2025-09-13,Organic,Both,CA,45-54
1336,2025-11-19,Organic,Both,CA,25-34
1337,2026-02-12,Email,Banking,WA,18-24
1338,2025-12-28,Organic,Invest,CA,35-44
1339,2025-07-11,Paid Social,Invest,IL,25-34
1340,2025-10-14,Organic,Banking,WA,35-44
1341,2025-12-11,Paid Social,Both,NY,25-34
1342,2025-09-18,Referral,Banking,FL,18-24
1343,2025-12-01,Organic,Both,FL,55+
1344,2025-05-05,Paid Social,Both,NY,35-44
1345,2026-03-31,Organic,Banking,GA,25-34
1346,2025-08-10,Organic,Invest,WA,25-34
1347,2025-06-14,App Store,Invest,FL,25-34
1348,2026-01-16,Referral,Invest,FL,25-34
1349,2026-03-31,Paid Social,Invest,IL,35-44
1350,2026-03-17,Paid Social,Banking,FL,35-44
1351,2026-01-04,Referral,Both,NY,35-44
1352,2025-09-11,Paid Social,Both,GA,25-34
1353,2025-10-02,Paid Social,Banking,TX,25-34
1354,2026-04-03,Paid Social,Banking,NY,45-54
1355,2025-11-19,Paid Social,Banking,TX,35-44
1356,2025-06-10,Paid Social,Invest,WA,55+
1357,2026-01-07,Organic,Invest,IL,55+
1358,2026-04-18,Referral,Banking,AZ,35-44
1359,2025-12-08,Paid Social,Both,TX,55+
1360,2026-01-21,Referral,Both,IL,55+
1361,2026-02-19,Organic,Banking,CO,25-34
1362,2025-05-12,Organic,Banking,CA,18-24
1363,2025-11-16,Email,Invest,AZ,55+
1364,2025-09-11,Organic,Both,OH,25-34
1365,2025-06-15,Organic,Both,CA,55+
1366,2026-03-01,Paid Social,Banking,OH,25-34
1367,2026-03-08,Referral,Banking,WA,25-34
1368,2026-04-10,Referral,Invest,GA,45-54
1369,2025-05-10,Referral,Both,OH,25-34
1370,2025-06-25,Email,Banking,GA,25-34
1371,2025-08-03,Referral,Banking,CO,18-24
1372,2025-06-29,Paid Social,Invest,CO,18-24
1373,2025-07-21,Organic,Both,FL,18-24
1374,2026-03-03,Paid Social,Both,OH,45-54
1375,2026-04-01,Paid Social,Invest,GA,25-34
1376,2025-08-18,Referral,Both,AZ,35-44
1377,2025-12-18,Organic,Both,WA,35-44
1378,2026-05-01,Paid Social,Both,CA,18-24
1379,2025-08-05,Referral,Invest,TX,55+
1380,2025-12-17,Organic,Banking,WA,35-44
1381,2025-05-15,Paid Social,Invest,OH,45-54
1382,2026-04-05,Organic,Invest,CA,18-24
1383,2025-08-23,Organic,Both,GA,25-34
1384,2025-11-18,Organic,Banking,WA,25-34
1385,2025-12-19,Email,Banking,IL,35-44
1386,2025-06-01,Paid Social,Both,AZ,35-44
1387,2025-10-23,Paid Social,Invest,OH,25-34
1388,2025-08-19,Organic,Banking,FL,45-54
1389,2025-11-26,Organic,Both,FL,35-44
1390,2025-08-01,Referral,Invest,GA,45-54
1391,2026-02-08,Email,Both,GA,18-24
1392,2025-05-25,Paid Social,Both,OH,45-54
1393,2025-05-17,Referral,Invest,IL,55+
1394,2026-01-31,Organic,Invest,CA,18-24
1395,2026-04-07,App Store,Invest,NY,25-34
1396,2025-12-04,Organic,Banking,CA,45-54
1397,2026-03-05,Paid Social,Banking,FL,25-34
1398,2026-04-04,Referral,Banking,WA,25-34
1399,2025-09-19,Organic,Banking,CO,35-44
1400,2025-10-15,Paid Social,Banking,WA,25-34
1401,2025-08-31,Paid Social,Invest,GA,35-44
1402,2025-10-27,Organic,Invest,WA,18-24
1403,2025-08-26,Organic,Both,WA,25-34
1404,2025-07-11,Organic,Banking,NY,35-44
1405,2025-06-08,Paid Social,Banking,AZ,25-34
1406,2025-05-09,Organic,Banking,OH,55+
1407,2026-04-20,Referral,Banking,OH,25-34
1408,2025-11-03,Organic,Invest,CA,18-24
1409,2025-10-17,Referral,Both,GA,25-34
1410,2025-07-22,Paid Social,Banking,CO,25-34
1411,2025-09-28,Organic,Invest,IL,25-34
1412,2025-10-04,Organic,Invest,CO,18-24
1413,2025-08-08,Paid Social,Banking,GA,18-24
1414,2025-05-19,Referral,Invest,IL,35-44
1415,2025-07-17,Referral,Banking,CO,35-44
1416,2025-08-13,Email,Banking,CA,25-34
1417,2025-11-04,App Store,Both,NY,18-24
1418,2025-08-08,Organic,Banking,AZ,35-44
1419,2026-03-17,Organic,Banking,WA,25-34
1420,2025-10-25,Paid Social,Banking,CO,25-34
1421,2025-11-16,App Store,Banking,FL,25-34
1422,2025-06-07,Paid Social,Both,IL,25-34
1423,2025-07-12,Organic,Invest,AZ,25-34
1424,2025-06-13,Referral,Invest,OH,25-34
1425,2025-06-02,Paid Social,Both,IL,35-44
1426,2025-06-14,Organic,Both,NY,25-34
1427,2025-12-05,Paid Social,Both,OH,55+
1428,2026-02-26,Organic,Banking,IL,35-44
1429,2026-02-26,Paid Social,Banking,OH,18-24
1430,2026-03-23,Organic,Invest,OH,35-44
1431,2025-09-28,Paid Social,Invest,IL,18-24
1432,2025-11-24,Email,Banking,GA,55+
1433,2026-04-09,App Store,Invest,CO,18-24
1434,2025-10-25,Referral,Banking,GA,25-34
1435,2026-02-06,Paid Social,Invest,IL,35-44
1436,2025-08-23,App Store,Both,CO,25-34
1437,2026-04-21,Email,Invest,CA,35-44
1438,2026-03-22,Paid Social,Both,NY,35-44
1439,2025-06-29,Paid Social,Banking,OH,25-34
1440,2025-12-22,Paid Social,Banking,CO,18-24
1441,2025-09-04,Referral,Invest,IL,25-34
1442,2025-07-21,App Store,Banking,AZ,35-44
1443,2025-09-15,Organic,Both,AZ,18-24
1444,2025-10-19,Organic,Banking,IL,25-34
1445,2025-07-29,Organic,Invest,FL,18-24
1446,2025-12-24,Referral,Banking,NY,55+
1447,2025-10-11,Paid Social,Banking,OH,18-24
1448,2026-01-19,Email,Invest,GA,25-34
1449,2025-06-23,Referral,Banking,GA,35-44
1450,2025-06-10,Referral,Banking,NY,25-34
1451,2025-07-23,Paid Social,Banking,FL,35-44
1452,2025-08-16,Organic,Banking,CO,35-44
1453,2025-05-29,Organic,Banking,TX,45-54
1454,2025-08-02,App Store,Both,AZ,25-34
1455,2026-04-13,Referral,Banking,NY,35-44
1456,2025-12-01,Email,Banking,FL,55+
1457,2025-12-27,Organic,Banking,IL,25-34
1458,2026-04-21,Referral,Banking,TX,18-24
1459,2026-03-13,Organic,Both,OH,35-44
1460,2026-03-04,Referral,Invest,AZ,35-44
1461,2025-09-29,Organic,Both,CO,55+
1462,2025-05-12,Paid Social,Banking,NY,55+
1463,2025-08-05,Organic,Banking,CO,25-34
1464,2026-01-25,Paid Social,Invest,NY,35-44
1465,2026-04-03,Organic,Both,WA,35-44
1466,2025-09-02,Organic,Invest,TX,25-34
1467,2025-05-30,Referral,Invest,WA,25-34
1468,2026-01-25,Referral,Invest,OH,18-24
1469,2026-03-04,Paid Social,Invest,CO,35-44
1470,2025-07-21,Organic,Banking,AZ,18-24
1471,2026-02-17,Referral,Invest,OH,25-34
1472,2025-12-18,Paid Social,Banking,FL,18-24
1473,2026-02-26,Organic,Banking,OH,25-34
1474,2026-03-30,App Store,Banking,WA,18-24
1475,2026-01-14,App Store,Both,CA,25-34
1476,2026-02-07,Email,Both,CA,35-44
1477,2025-06-18,Referral,Both,IL,25-34
1478,2026-02-15,Organic,Banking,FL,25-34
1479,2026-04-14,Paid Social,Banking,NY,18-24
1480,2025-11-28,Email,Invest,WA,25-34
1481,2025-12-01,Organic,Both,NY,55+
1482,2025-11-19,Referral,Invest,TX,45-54
1483,2026-02-11,Email,Both,WA,25-34
1484,2025-12-24,Organic,Both,AZ,25-34
1485,2026-02-23,App Store,Banking,NY,25-34
1486,2025-12-26,Organic,Both,IL,25-34
1487,2026-04-06,Organic,Invest,GA,18-24
1488,2025-07-07,App Store,Banking,GA,25-34
1489,2026-04-30,Paid Social,Invest,OH,35-44
1490,2026-02-27,Paid Social,Banking,WA,35-44
1491,2026-03-29,Paid Social,Invest,WA,45-54
1492,2026-01-23,App Store,Invest,TX,55+
1493,2025-09-07,Organic,Both,OH,25-34
1494,2026-01-03,Email,Both,CA,25-34
1495,2025-05-13,Referral,Banking,NY,35-44
1496,2025-05-10,Referral,Invest,OH,35-44
1497,2025-11-19,Organic,Banking,CA,25-34
1498,2025-10-25,Paid Social,Both,NY,35-44
1499,2025-07-05,Referral,Banking,WA,25-34
1500,2025-11-28,Organic,Invest,TX,18-24
